CompanyNumber,NiceName,CompanyStatus
07591560,"Spectrum Futures C.I.C.",Active
07597332,"Spero-Hope Community Interest Company","Active - Proposal to Strike off"
07393181,"Spiral Health C.I.C.",Active
08089846,"Spiral Up C.i.c.",Active
06827502,"Spirit of Football Community Interest Company",Active
07990679,"Spirit Walkers Community Interest Company",Active
07468738,"Spitfire Radio C.I.C.","Active - Proposal to Strike off"
07473378,"Splash About @ Riverside Community Interest Company",Active
06423134,"Spokes CIC",Active
07854738,"Spokz People C.I.C.",Active
06512720,"Sport and Social Training Cic",Active
07592685,"Sport for Choice Vip CIC",Active
07641728,"Sport for Your Ability C.I.C.",Active
07630094,"Sport Northamptonshire CIC",Active
07632099,"Sport on the Out Project Community Interest Company",Active
07979778,"Sport Structures Delivery Community Interest Company",Active
06591600,"Sport Structures Education Community Interest Company",Active
07555256,"Sport Wiltshire C.I.C.","Active - Proposal to Strike off"
06317017,"Sport Without Limits C.I.C.",Active
08079771,"Sport Works (North) C.I.C.",Active
05933331,"Sport4health Community Interest Company",Active
06974943,"Sportee Educational Developments Cic",Active
08059746,"Sporting Communities Community Interest Company",Active
06317072,"Sporting Community C.I.C.",Active
07726828,"Sporting Futures Training CIC",Active
06362289,"Sporting Links Bedfordshire Community Interest Company",Active
SC409470,"Sporting Memories Network (Scotland) C.I.C.",Active
07811301,"Sporting Memories Network C.I.C.",Active
07689801,"Sporting Pathways C.I.C.",Active
06988437,"Sporting Stars Community Interest Company",Active
07816567,"Sporting Ventures Community Interest Company",Active
07698069,"Sportkraze CIC",Active
05891960,"Sports & Games UK Community Interest Company",Active
06629736,"Sports for Youth Community Interest Company",Active
05878467,"Sports Fund CIC","Active - Proposal to Strike off"
NI611033,"Sports Partnership Group C.I.C.",Active
07065214,"Sports Traider Enterprises C.i.c.",Active
08062913,"Sports, Training and Education Partnership C.I.C.",Active
07594458,"Sportscape (N.W) CIC",Active
07626462,"Sportscool Foundation CIC",Active
07902022,"Sportsmanship and Social Development Enterprise Community Interest Company","Active - Proposal to Strike off"
07343756,"Sportszone North-East Community Interest Company",Active
07555932,"Sportwestminster C.I.C.",Active
07776173,"Sporty People CIC",Active
07325591,"Spot on Marketing & Communications C.I.C.",Active
SC350101,"Spring Fling Open Studios Community Interest Company",Active
05792791,"Spring FX Community Interest Company",Active
04426954,"Spring to Life C.I.C.",Active
07171028,"Springflower Animal Sanctuary Community Interest Company",Active
06841169,"Sprite (South Yorkshire) Community Interest Company",Active
07114506,"Sproughton Community Shop Community Interest Company",Active
07793504,"Squeaks Organic Eatery Community Interest Company",Active
07554466,"Squeaky Chains CIC",Active
07532593,"Squiggles N Giggles Community Interest Company",Active
06611709,"Ssafa Care CIC",Active
SC375438,"Sse Sustainable Community Interest Company",Active
06601394,"St Albans Business Against Crime Community Interest Company",Active
06675870,"St Albans Little Learners Nursery CIC",Active
07341477,"St Albans Wood Recycling CIC",Active
06871767,"St Austell Community Interest Company",Active
06231251,"St Austell Market House CIC",Active
08002776,"St Bernard Support Community Interest Company",Active
07759503,"St Eval Area Community Action Forum (Seacaf) CIC",Active
08020475,"St Francis Social & Sports Club Community Interest Company",Active
08051653,"St Giles Trust Enterprises CIC",Active
07522218,"St Helens Community Growing Centre Cic","Active - Proposal to Strike off"
07425611,"St Helier Activity and Community Centre Community Interest Company",Active
07107843,"St Ives Corn Exchange Community Interest Company",Active
07105781,"St James Church CIC",Active
07537423,"St John the Baptist (Peterborough) Development C.I.C.",Active
06202532,"St Luke's Healthy Living Cic",Active
06741378,"St Martins Healthcare (Services) CIC",Active
06881759,"St Mary's Community Nursery Community Interest Company",Active
06249238,"St Michael's Pre-School C.i.c",Active
07221004,"St Osyth Preschool CIC",Active
08010588,"St Paul's Way Community Interest Company",Active
07270941,"St Peters Pre School CIC",Active
07886689,"St Richard's Ham, Swimming Pool C.i.c.",Active
07476345,"St. Clements Bow Cic","Active - Proposal to Strike off"
07528698,"St6 Entertainments Cic",Active
07918680,"Stable Times Community Interest Company","Active - Proposal to Strike off"
07631264,"Stafford FM C.i.c.",Active
07093971,"Stafford Riverway Link Community Interest Company",Active
07328809,"Staffordshire Care Farming Development C.I.C.",Active
06311345,"Stage (Darlington) Community Interest Company",Active
06508955,"Stage Productions (Staffs) C.I.C.",Active
06977513,"Stahship C.i.c",Active
06664356,"Stamford Skatepark Community Interest Company",Active
05586585,"Stamford Town Partnership Community Interest Company",Active
07500328,"Standfirm Community Interest Company",Active
07976786,"Standing Start UK C.I.C.",Active
07446219,"Stanlaw Abbey Garden Experience Cic","Active - Proposal to Strike off"
07432997,"Stanley Day Nursery C.I.C.",Active
07030218,"Stansted Mountfitchet Link Magazine CIC",Active
07374254,"Star Aap Community Interest Company",Active
06781504,"Star Anise C.i.c",Active
07419244,"Star Community Foundation CIC",Active
07646730,"Star Community Support Services C.i.c.",Active
07407762,"Star Masai Community Interest Company",Active
07948223,"Star Quality Productions C.i.c.",Active
SC337705,"Staran Community Interest Company",Active
07661395,"Starbaby Health CIC",Active
07884474,"Stardust Dreams C.I.C.",Active
07420445,"Starfish Esol Plus Community Interest Company",Active
06904971,"Starfish Health and Well-Being Community Interest Company",Active
07699886,"Starfish Youth Music Community Interest Company",Active
06925351,"Starlight Community Project Community Interest Company","Active - Proposal to Strike off"
06702187,"Starlight Performing Arts Academy Community Interest Company",Active
07201462,"Starmakerz Stage Science Community Project Community Interest Company",Active
06335752,"Starr and Impeccable C.i.c.","Active - Proposal to Strike off"
07477542,"Starr in the Community C.I.C.",Active
07786749,"Starstruck Theatre CIC",Active
06736387,"Start Again Project Community Interest Company",Active
07875674,"Start Creative C.I.C.",Active
06904684,"Starvision Training and Community Development CIC",Active
07646614,"Stay Foundation CIC",Active
08053373,"Stay Strong Stay Steady C.I.C.",Active
00442877,"Stayblackpool Community Interest Company",Active
08081949,"Steam Powered Stories C.I.C.",Active
07512859,"Stella Salta CIC",Active
SC126838,"Stenhousemuir Football Club Community Interest Company",Active
07260141,"Step 4wrd Community Interest Company",Active
07340509,"Step By Step Community Childcare Services CIC",Active
07170259,"Step Up (West Midlands) Community Interest Company",Active
07327486,"Step Up Plus Community Community Interest Company",Active
07868880,"Step-Out Outdoor Learning, Training and Therapy C.I.C.",Active
07820270,"Stepacross CIC",Active
08091092,"Stepping Out - Health and Wellbeing Community Interest Company",Active
06570248,"Stepping Out Community Interest Company",Active
07945423,"Stepping Stone Studios C.I.C.",Active
06588338,"Stepping Stones (Luton) Community Interest Company",Active
07626206,"Stepping Stones Community Services CIC","Active - Proposal to Strike off"
07491931,"Steps 4 Stars Community Interest Company","Active - Proposal to Strike off"
06775825,"Steps to Commerce (S2c) Community Interest Company","Active - Proposal to Strike off"
07587531,"Steve Turner Innovations Community Interest Company",Active
07888328,"Stevenage Solutions Community Interest Company",Active
07544203,"Stevenage Sporting Futures CIC",Active
07877613,"Stewards of Earth Community Interest Company",Active
07351372,"Stheart Homes Community Interest Company",Active
06512455,"Sticky Exhibits Community Interest Company",Active
06529933,"Stiltskin Creative Arts & Theatre Company C.I.C.",Active
07648441,"Stirton Water CIC",Active
05524334,"Stitchlinks C.I.C.",Active
06470976,"Stockport Business Incubator Community Interest Company","Active - Proposal to Strike off"
07390699,"Stockport School of Gymnastics Community Interest Company",Active
07990786,"Stoke Newington Literary Festival C.I.C.",Active
06619203,"Stokes Croft Contemporary Arts Project Community Interest Company",Active
06917549,"Stompin' on the Quomps Community Interest Company",Active
07865065,"Stomping Ground CIC",Active
06247282,"Stone Cross and Langney Community Interest Company",Active
05959413,"Stone Food and Drink Festival C.I.C.",Active
07758161,"Stop Clandestine Adventure Cic",Active
07023212,"Stories From the City Community Interest Company",Active
07183902,"Stories to Change CIC",Active
07185399,"Stories Unlimited C.I.C.",Active
07726889,"Storm Skills Training CIC",Active
07163004,"Stortford Music Festival C.I.C.",Active
05676902,"Storyteller Films Without Borders C.i.c.",Active
06369713,"Stour Community Interest Company",Active
07328806,"Stowford Community Centre CIC",Active
07025221,"Stowmarket Community Sports & Social Club Community Interest Company",Active
06338738,"Stowmarket Town Forum Community Interest Company",Active
NI612665,"Strabane Health Improvement Project CIC",Active
07672582,"Strachan Football Foundation Community Interest Company",Active
SC402260,"Drummuir & Botriphnie Matters Community Interest Company",Active
07797182,"Drumunity CIC",Active
07409415,"DSLC Enterprises C.I.C.",Active
08081985,"Dtma Consultancy CIC",Active
05865361,"Du Services CIC",Active
06611734,"Duchy Square Community Interest Company","Active - Proposal to Strike off"
07284965,"Duckpool Pre-School CIC",Active
07604720,"Duloe Community Shop CIC",Active
07990815,"Dulwich Hamlet FC 2010 C.I.C.",Active
SC396009,"Dunbar Harbour Developments CIC",Active
NI601977,"Dungannon United Youth C.I.C.",Active
07371198,"Duporth Development Community Interest Company",Active
07873225,"Durham County Presidents American Football Club CIC",Active
07773972,"Durham County Presidents American Football Youth Team CIC",Active
07715208,"Duston St Luke's Centre CIC","Active - Proposal to Strike off"
06863265,"Eurosom Community Midlands-UK CIC",Active
06221736,"Dee Valley Trust CIC",Active
06988629,"Dyffryn Crawnon Green Energy Community Interest Company",Active
NI073195,"Dylan Quinn Dance Theatre C.I.C.",Active
07907791,"Dynami Futures CIC","Active - Proposal to Strike off"
07673366,"Dynamic Future Together Community Interest Company",Active
07076893,"Dynamik Lifestyles (DKL) Community Interest Company",Active
06727662,"Dynevor C.i.c",Active
SC362508,"Dyslexia Pathways Community Interest Company",Active
06702507,"E Racketlon Association C.I.C.",Active
06029817,"E-Inclusion Recycling C.i.c",Active
07548616,"Maintain Train Build Cic",Active
SC425153,"Ala Mairi C.I.C.",Active
SC359580,"Majak Community Interest Company",Active
05950209,"Majority World Community Interest Company",Active
05027214,"Mak Digital Community Interest Company",Active
07635138,"Make a Difference Save a Life C.i.c.",Active
08049066,"Make It Value C.I.C.",Active
06548425,"Make Justice Work Cic",Active
07272072,"Make Space for Life Community Interest Company",Active
07975350,"Maker Junction CIC",Active
07273328,"Maker Music and Arts CIC",Active
07598984,"Makerhood C.I.C.",Active
07914649,"Makers United CIC","Active - Proposal to Strike off"
07572412,"Making Education Fun C.I.C.","Active - Proposal to Strike off"
06714637,"Making Faces United Community Interest Company","Active - Proposal to Strike off"
07662704,"Making History C.I.C.",Active
SC309236,"Making Meldrum Better Community Interest Company",Active
07512949,"Mala Music Cic",Active
06996096,"Malachi Specialist Family Support Services C.I.C.",Active
07489137,"Male Survivors Berkshire CIC",Active
07028648,"Maltby Diving Club Community Interest Company",Active
07578725,"Malton Amenity CIC",Active
07705370,"Mambo Fresh Community Interest Company",Active
05746283,"Man Mandir Elders Empowerment Hub Community Interest Company",Active
07621449,"Manara Education C.I.C.",Active
06758547,"Manchester Accessible Acupuncture Project Community Interest Company",Active
07539260,"Manchester Community Taxis Community Interest Company",Active
07117828,"Manchester Creative Collectives Community Interest Company","Active - Proposal to Strike off"
06861228,"Manchester Diamonds Cheerleading Squad CIC",Active
06983014,"Manchester Digital Laboratory Community Interest Company",Active
07827265,"Manchester Hearing Voices Network C.I.C.",Active
06138706,"Manchester International Festival Fringe Cic",Active
07425584,"Manchester Naat Association Community Interest Company",Active
